id,latitude,longitude,tipo_POI
1508,-22.773140159650318,-47.06032375670894,escolas
1509,-22.740316792554715,-47.051651877498905,escolas
1510,-23.013814415133687,-47.078739191397375,escolas
1511,-22.820670033134117,-47.11235967362385,escolas
1512,-22.801293021588002,-47.055776755008075,escolas
1513,-22.900113050132475,-46.91112742870246,escolas
1514,-22.934276272955756,-47.0555728908695,escolas
1515,-22.93632562066264,-47.08827196574077,escolas
1516,-22.886607625626645,-46.89779957666482,escolas
1517,-22.941113677266642,-47.020569578095206,escolas
1518,-22.83854141565984,-47.13051247616216,escolas
1519,-22.821009773571006,-46.99773149420908,escolas
1520,-22.856012340191533,-47.026931838728814,escolas
1521,-22.880033132052613,-47.0916877094536,escolas
1522,-23.034169489601343,-47.163346763478636,escolas
1523,-22.745577574192428,-47.070427142656925,escolas
1524,-22.90628267268389,-47.224022908764034,escolas
1525,-22.882574544454744,-47.027278254164955,escolas
1526,-23.005364877777858,-47.16481566871903,escolas
1527,-22.908264998350393,-47.123246490541085,escolas
1528,-22.845100132040532,-46.89101803155819,escolas
1529,-22.922541898408312,-47.21523175734406,escolas
1530,-22.8632645271206,-46.940541138949584,escolas
1531,-22.881758501666667,-47.04906755226647,escolas
1532,-22.747479104185306,-46.956128645956156,escolas
1533,-22.91000683314626,-46.99559225507562,escolas
1534,-22.942772919559143,-47.17588881529642,escolas
1535,-22.893986883574073,-46.888564823323634,escolas
1536,-22.840770781674497,-47.10077253912288,escolas
1537,-22.86184486054611,-47.018068130719676,escolas
1538,-23.05197522471859,-47.140342455917875,escolas
1539,-22.876214496407712,-46.92634653873701,escolas
1540,-23.031955644827693,-47.06828452314559,escolas
1541,-22.812170039016582,-46.94758958856048,escolas
1542,-22.895822850390985,-47.104585556627235,escolas
1543,-22.834065567727468,-46.866026021914834,escolas
1544,-22.951968036550678,-47.11103278622478,escolas
1545,-22.891208386115725,-46.8408938413959,escolas
1546,-23.045355178191336,-47.094791145737965,escolas
1547,-22.77684226922947,-47.07588300583974,escolas
1548,-22.808261304012603,-47.02882738465852,escolas
1549,-23.041883703551193,-47.13360394920538,escolas
1550,-22.91644586985214,-47.17906774587445,escolas
1551,-22.76852140640741,-47.02447969259283,escolas
1552,-22.80403893470541,-47.00422149974605,escolas
1553,-22.863590456080317,-47.014123947825155,escolas
1554,-22.73957846633534,-47.037845965833164,escolas
1555,-22.918347296119105,-47.108568664379604,escolas
1556,-22.856900106524233,-47.0717151138499,escolas
1557,-23.047579199897502,-47.09692364293399,escolas
1558,-22.842783429061384,-46.89128583440866,escolas
1559,-22.864514513043524,-47.03858811306488,escolas
1560,-22.745657634868227,-47.0812527287672,escolas
1561,-22.92032967595123,-46.938401521159676,escolas
1562,-22.86076323064191,-47.11779010824535,escolas
1563,-22.924830051779836,-47.15283612533241,escolas
1564,-22.77752503056598,-46.95200140429782,escolas
1565,-22.89240672896251,-47.14627703535512,escolas
1566,-22.780574540007823,-46.93302261516217,escolas
1567,-22.986299176547963,-47.15538245774406,escolas
1568,-22.87708808383903,-46.8577462654782,escolas
1569,-23.036181939404905,-47.138745064656334,escolas
1570,-22.839010159736205,-46.86351016956535,escolas
1571,-22.875588748123292,-47.029833601264905,escolas
1572,-22.95029782153669,-47.021615373211425,escolas
1573,-22.80856952401696,-46.939127151334816,escolas
1574,-22.981489588158468,-47.107176826178325,escolas
1575,-23.0098119866327,-47.093081278732846,escolas
1576,-22.829814748372282,-47.00509683559058,escolas
1577,-22.932915355783642,-47.06544374900731,escolas
1578,-22.839063697219103,-47.06973501006752,escolas
1579,-22.910507060088545,-47.11660959097299,escolas
1580,-22.812555753766055,-47.1292716150124,escolas
1581,-23.022208461175264,-47.1380376874772,escolas
1582,-22.755533470400643,-46.99583213237363,escolas
1583,-22.884106511813915,-46.98944445240793,escolas
1584,-22.772536590859154,-46.91708755580784,escolas
1585,-22.994929285806016,-47.08657614847607,escolas
1586,-22.894657598810067,-46.93375378708726,escolas
1587,-22.900177401417988,-47.01341925529626,escolas
1588,-22.79302379130375,-46.947814994981734,escolas
1589,-22.87667298523052,-46.94494601860731,escolas
1590,-22.924431214061904,-47.18705195142195,escolas
1591,-22.840188793715317,-47.02038940588446,escolas
1592,-22.848950237689078,-47.10093178492673,escolas
1593,-22.76014481267591,-46.99333784205402,escolas
1594,-22.810113268110896,-46.90412690424073,escolas
1595,-22.897015451423552,-46.86071629694164,escolas
1596,-22.97235418667217,-47.06960773964917,escolas
1597,-22.833566351811182,-46.87614837907889,escolas
1598,-22.954774664050834,-47.16982201252048,escolas
1599,-22.981749126980443,-47.06642795241973,escolas
1600,-22.97782424865449,-47.10845266883822,escolas
1601,-23.016406335285936,-47.11897636093395,escolas
1602,-22.871223982316643,-47.05612241588827,escolas
1603,-22.764579113730008,-46.920239968077226,escolas
1604,-23.010761889340568,-47.1905379842293,escolas
1605,-22.850806582368648,-47.13751866482462,escolas
1606,-22.876863877569935,-47.019135012014296,escolas
1607,-22.843618037400486,-47.14615376009187,escolas
1608,-22.937498664799957,-47.09501600479874,escolas
1609,-22.83644637668923,-46.9002102888691,escolas
1610,-22.87467898749659,-46.92710279653534,escolas
1611,-22.841485202895857,-47.093367832081,escolas
1612,-22.87157951266514,-46.92515495106526,escolas
1613,-22.935407513309574,-47.11613266846385,escolas
1614,-22.90871855443827,-46.8938456449339,escolas
1615,-22.75249064999936,-47.011582805996376,escolas
1616,-23.02850138672464,-47.14663224042144,escolas
1617,-22.825868348907193,-46.89135138186653,escolas
1618,-22.776690535218773,-47.06766250572855,escolas
1619,-22.984615969140204,-47.12112517158961,escolas
1620,-22.786467005320187,-47.06224252970285,escolas
1621,-22.949217374460503,-47.2080626726479,escolas
1622,-22.90862335734697,-47.15028931810175,escolas
1623,-22.75131760479013,-47.09808508403315,escolas
1624,-23.00441890069745,-47.19790498381858,escolas
1625,-22.87192003863887,-46.874912986572184,escolas
1626,-22.73160484153639,-47.0707746093408,escolas
1627,-22.960190240035395,-47.20946207896056,escolas
1628,-22.783385377363665,-46.99983335327281,escolas
1629,-22.968109114509357,-47.177839446626066,escolas
1630,-23.00675028195678,-47.12371819241988,escolas
1631,-22.91851724875889,-47.12282459366561,escolas
1632,-22.816607546558966,-47.051133636310254,escolas
1633,-22.94335564189213,-47.03884392355654,escolas
1634,-22.8941813916407,-47.11045109502467,escolas
1635,-22.819115528568425,-46.86934573505992,escolas
1636,-22.778831502641324,-47.00922621347629,escolas
1637,-22.928926060995643,-47.11002947485915,escolas
1638,-22.906048889907733,-47.12354861944957,escolas
1639,-22.917381940312012,-46.90172914492663,escolas
1640,-22.8157177767657,-47.06282534393682,escolas
1641,-22.950430766352465,-47.110221142752856,escolas
1642,-22.775869201779805,-46.94052044373176,escolas
1643,-22.901122811141008,-47.022265692687675,escolas
1644,-22.995735056928613,-47.154632005237424,escolas
1645,-22.836760037371292,-47.07202288614981,escolas
1646,-22.891395276948376,-46.85045875635226,escolas
1647,-23.02099548418605,-47.20991469222458,escolas
1648,-22.923014536547818,-47.053103198322745,escolas
1649,-23.05477718198341,-47.10567441158846,escolas
1650,-22.852740292599144,-47.12803124412552,escolas
1651,-22.759241752355457,-46.97326644360693,escolas
1652,-22.884478335418795,-47.11587522654022,escolas
1653,-22.93079839772732,-47.16925261082082,escolas
1654,-22.85538209513651,-47.09997212318607,escolas
1655,-22.777057002067068,-47.059218391352225,escolas
1656,-22.99719684155947,-47.1643104798749,escolas
1657,-22.806502066445635,-47.15793275534397,escolas
1658,-22.954420605972036,-47.045925579842695,escolas
1659,-22.992538225868255,-47.09220752766098,escolas
1660,-22.752462890513772,-47.08127069884383,escolas
1661,-22.897964656139614,-46.860073990044164,escolas
1662,-22.954960693851895,-47.06478592598336,escolas
1663,-22.98495403988288,-47.160657732484665,escolas
1664,-22.7785297261097,-47.03834080613456,escolas
1665,-22.99463217802452,-47.153845967121036,escolas
1666,-22.964320371942637,-47.172227060886456,escolas
1667,-22.85692702266731,-47.069026194109306,escolas
1668,-22.8294636548863,-46.97143254346791,escolas
1669,-22.954793482146748,-47.20641483414436,escolas
1670,-22.91941987529042,-47.19121259566421,escolas
1671,-22.746613742824344,-47.04174735572219,escolas
1672,-22.895902763319288,-47.11299749189553,escolas
1673,-22.873202971416898,-46.91743301580498,escolas
1674,-23.015900203164584,-47.148102585245226,escolas
1675,-22.81131804349902,-47.042350354432585,escolas
1676,-22.912892986359388,-47.243703258457934,escolas
1677,-22.789183700405072,-47.09151466167742,escolas
1678,-22.88168780177276,-46.95453618559996,escolas
1679,-22.884817061881343,-47.07430166889787,escolas
1680,-22.744595235391333,-46.96971949913151,escolas
1681,-22.96223439976982,-47.19220072458412,escolas
1682,-22.78149597830767,-47.09049783619133,escolas
1683,-22.841946869467378,-47.04362613040066,escolas
1684,-23.041071901356638,-47.06842391259493,escolas
1685,-22.879745871738724,-47.05862779616093,escolas
1686,-22.91864452177905,-47.04367379480133,escolas
1687,-22.75296009196599,-46.99663107891932,escolas
1688,-22.78525038750848,-46.91593435942232,escolas
1689,-22.944807306528062,-47.084185979859186,escolas
1690,-22.98112680600975,-47.15692119554642,escolas
1691,-22.968368470248308,-47.164131121740304,escolas
1692,-22.893806270626786,-46.873272910704635,escolas
1693,-22.878392798977725,-46.894350508346136,escolas
1694,-22.860759803955965,-47.0339073946134,escolas
1695,-22.933905173882682,-47.18108457241243,escolas
1696,-22.839875519999882,-47.1241057769783,escolas
1697,-22.866743915866376,-46.993597564739346,escolas
1698,-22.973251024752955,-47.05319759082501,escolas
1699,-22.882708183474474,-46.960436833796855,escolas
1700,-22.800945014383316,-47.07642112187099,escolas
1701,-22.751585524787092,-47.0814901333479,escolas
1702,-22.769644499714865,-47.019275009290034,escolas
1703,-22.75250767488847,-47.038025558426284,escolas
1704,-22.748045810560576,-47.02230587772539,escolas
1705,-22.836427795067912,-46.91086575901312,escolas
1706,-23.009811559366618,-47.167840995834354,escolas
1707,-22.94002498729992,-47.06018528791036,escolas
1708,-22.870662462299315,-46.9717497926666,escolas
1709,-22.87639462815174,-46.928219287001625,escolas
1710,-22.917542575374384,-47.03785832332353,escolas
1711,-22.844096690787502,-46.97986966039937,escolas
1712,-22.958351155963786,-47.209748233600315,escolas
1713,-23.051858931125224,-47.14116713666252,escolas
1714,-22.768571049198826,-47.06731454202218,escolas
1715,-22.925751642710548,-47.164236377131324,escolas
1716,-22.889538675222504,-46.85496228054081,escolas
1717,-22.83128886874867,-47.00001355871609,escolas
1718,-22.883921955367292,-46.86731112809588,escolas
1719,-22.925093192443363,-47.0388030423413,escolas
1720,-23.037825802698734,-47.12675695431386,escolas
1721,-22.967374647568175,-47.04791816988645,escolas
1722,-22.899722744167512,-46.92811421369375,escolas
1723,-22.773428309670464,-46.97655857314189,escolas
1724,-22.751271776976317,-46.93613054667252,escolas
1725,-22.810957308042504,-47.152249608139336,escolas
1726,-22.889138294135474,-47.047513568767684,escolas
1727,-22.81890010866645,-47.06946354199109,escolas
1728,-22.85232182934758,-46.945038760862474,escolas
1729,-22.775787919888415,-47.04904662229498,escolas
1730,-22.97409793247218,-47.142453137832774,escolas
1731,-22.98365645149107,-47.07005549710408,escolas
1732,-22.80223574605693,-46.91401157039886,escolas
1733,-22.864489711967398,-47.082842555076276,escolas
1734,-22.894579110735503,-46.98570038171183,escolas
1735,-22.875338466695656,-47.03690024772441,escolas
1736,-22.79139654288622,-47.0130165915775,escolas
1737,-22.93870691966348,-47.18829486698702,escolas
1738,-22.977301739534223,-47.071317262332165,escolas
1739,-22.90972422450049,-47.17308526231154,escolas
1740,-22.87339405788749,-46.93839883428886,escolas
1741,-23.01753948731685,-47.11634447582793,escolas
1742,-22.74667870074789,-47.06410258406468,escolas
1743,-22.94882065960755,-47.04249634317053,escolas
1744,-22.857649930971263,-46.87191119358266,escolas
1745,-22.841471503447156,-47.059489901171744,escolas
1746,-22.839265369889194,-46.87451304183765,escolas
1747,-22.82205932348602,-47.054989282392555,escolas
1748,-22.97613096073771,-47.16460910566075,escolas
1749,-22.997645030267932,-47.08011912711143,escolas
1750,-22.900248504190497,-47.09359852632029,escolas
1751,-22.961136886965516,-47.20596774493622,escolas
1752,-22.809439748109938,-46.98529369568379,escolas
1753,-22.8803212999911,-47.12444279079626,escolas
1754,-22.740225567466602,-47.019559863134845,escolas
1755,-22.960531052786,-47.09032455715422,escolas
1756,-22.901079327266878,-46.94350555369279,escolas
1757,-22.748419189055504,-47.02305554762979,escolas
1758,-22.94425414202607,-47.14577829368957,escolas
1759,-23.044691312551354,-47.13091777789354,escolas
1760,-22.8440164950232,-47.01653014761905,escolas
1761,-22.74780306835636,-47.075786882737226,escolas
1762,-22.830860417622233,-47.03564136829791,escolas
1763,-22.891046493256077,-47.13123091584464,escolas
1764,-22.9101777415903,-47.04363968792614,escolas
1765,-22.896451702986468,-47.01185120967183,escolas
1766,-22.827331233303426,-47.050947964248884,escolas
1767,-22.881739140182205,-46.88019564548037,escolas
1768,-22.901816773236384,-47.085740646084574,escolas
1769,-22.897463495948617,-46.99689310999691,escolas
1770,-22.83739284455628,-46.973534184464924,escolas
1771,-23.021060156117994,-47.21281014517396,escolas
1772,-22.886154681214325,-47.07297881623379,escolas
1773,-22.918134857331886,-47.171351454970605,escolas
1774,-22.832993965119627,-47.106359782409676,escolas
1775,-22.966182236292305,-47.06390835844075,escolas
1776,-22.792217818722083,-47.015252479447405,escolas
1777,-22.83346295086236,-47.13894224583729,escolas
1778,-22.871182844577902,-47.072230666690324,escolas
1779,-22.940501768405902,-47.15321819409699,escolas
1780,-22.92039174880384,-47.05403629520783,escolas
1781,-22.900116747936522,-47.01230660829346,escolas
1782,-22.960039740597754,-47.168321842184696,escolas
1783,-22.931615974046863,-47.06737445183378,escolas
1784,-22.905454568920334,-47.088113191112576,escolas
1785,-23.027813123254127,-47.1131710316254,escolas
1786,-22.840863031726112,-46.95950501542002,escolas
1787,-22.966193765796326,-47.04824871605281,escolas
1788,-22.996995116219068,-47.155997750873155,escolas
1789,-22.991265102152028,-47.1485931024324,escolas
1790,-22.968392514484037,-47.19179350018162,escolas
1791,-22.8761570910315,-47.13630194012475,escolas
1792,-22.883133714143945,-47.05815270091568,escolas
1793,-22.859445214219146,-47.07215026395573,escolas
1794,-22.98645105769422,-47.135838155458586,escolas
1795,-22.902042515760925,-47.08829906754165,escolas
1796,-22.75783814276104,-47.087859940863865,escolas
1797,-22.937237233095626,-47.08128488467177,escolas
1798,-22.783466122023405,-46.965975242011346,escolas
1799,-22.85731843931866,-47.102595395088684,escolas
1800,-22.772119606366783,-47.025533461591266,escolas
1801,-22.929001930465105,-47.032256756754265,escolas
1802,-22.771869056443933,-47.05401437544115,escolas
1803,-22.947355742609062,-47.187117542294175,escolas
1804,-22.915318788412442,-47.032621129788104,escolas
1805,-22.862262259001987,-46.89836975642796,escolas
1806,-23.02491285611112,-47.07534936796423,escolas
1807,-22.880986465990617,-46.88740388618721,escolas
1808,-23.019689606387896,-47.190768825610064,escolas
1809,-22.923441868167878,-47.105702313424,escolas
1810,-22.858879167763547,-46.89271826061609,escolas
1811,-22.966519107395367,-47.143554839191374,escolas
1812,-22.93858577034338,-47.02852809434389,escolas
1813,-22.875186366543947,-46.93239598379384,escolas
1814,-22.866877658670454,-47.01049004954057,escolas
1815,-22.848582225791308,-47.13482289207105,escolas
1816,-22.782197065048145,-46.94418428611629,escolas
1817,-22.799262223115146,-47.09533278102003,escolas
1818,-22.92687601037725,-47.07690668693641,escolas
1819,-23.005831950295217,-47.226622449390156,escolas
1820,-22.78578224037222,-46.943043794024575,escolas
1821,-22.747261169702405,-47.07032891038686,escolas
1822,-22.841448840609033,-47.046198345985744,escolas
1823,-22.85186716336533,-47.05278066368122,escolas
1824,-22.885731952472323,-46.89702104649569,escolas
1825,-22.817030460261485,-46.960364821556944,escolas
1826,-22.895120400400057,-46.8609958987667,escolas
1827,-22.9393204783469,-47.01278375110275,escolas
1828,-22.868397719947268,-46.93853463856892,escolas
1829,-22.75689907368678,-46.94237072110391,escolas
1830,-22.838192177237403,-47.076622241685705,escolas
1831,-22.883749839667843,-46.95547280173434,escolas
1832,-22.92262831059455,-46.931505510601035,escolas
1833,-22.86858639084897,-46.856709137668155,escolas
1834,-22.949519065404242,-47.15563697293572,escolas
1835,-22.957243980893214,-47.16960215885478,escolas
1836,-22.761788334407306,-47.075394415371136,escolas
1837,-22.979787224151956,-47.05329456198413,escolas
1838,-22.738779949449935,-47.0577706197576,escolas
1839,-22.775361111451783,-47.00261718913905,escolas
1840,-22.890761549816684,-46.96605368061552,escolas
1841,-22.765848176894714,-47.056734718595905,escolas
1842,-22.762033506208013,-46.922880600490494,escolas
1843,-22.899004796222094,-46.98649820424499,escolas
1844,-22.91181331800042,-47.10322224030581,escolas
1845,-22.91570614678528,-47.133423172121816,escolas
1846,-22.89038420010078,-47.160406365207926,escolas
1847,-22.811423585638277,-46.92173985269269,escolas
1848,-22.823403188161024,-46.957951314143784,escolas
1849,-22.902860235613417,-46.969647044511234,escolas
1850,-22.802968228481777,-47.030879929766265,escolas
1851,-22.942526302440587,-47.12706627126831,escolas
1852,-22.847812414453117,-46.94784831632575,escolas
1853,-22.8056591647653,-47.00456189225612,escolas
1854,-22.768122635712764,-47.01903470338714,escolas
1855,-22.88936872876942,-46.99743361116148,escolas
1856,-22.74995801595855,-47.0181443758181,escolas
1857,-22.85707470185182,-47.038618081897816,escolas
1858,-22.750474649816415,-46.9541816042463,escolas
1859,-22.94701939487989,-47.12713889414559,escolas
1860,-22.847175675844056,-47.09347144917939,escolas
1861,-22.877233907082733,-46.91797760220106,escolas
1862,-22.882812076780993,-46.88399902021235,escolas
1863,-23.050120883273735,-47.08852585426,escolas
1864,-22.982512526916963,-47.05378421556322,escolas
1865,-23.029305141921093,-47.063578540019776,escolas
1866,-22.751243304440496,-47.01274639322257,escolas
1867,-22.816886755479302,-47.116795527802495,escolas
1868,-22.907375642790747,-46.98813412969437,escolas
1869,-22.842294291788694,-46.9772310507996,escolas
1870,-22.967416643659462,-47.083662047206765,escolas
1871,-22.89393065649132,-46.9409602829691,escolas
1872,-22.978570728442907,-47.106782636819354,escolas
1873,-22.763321349773026,-47.023174052457286,escolas
1874,-22.747567751004425,-47.03568731838988,escolas
1875,-22.8789764495576,-47.1521368983337,escolas
1876,-22.98367116855483,-47.13308657380558,escolas
1877,-23.022939094954697,-47.20060256127377,escolas
1878,-22.822362514548054,-46.87805193534827,escolas
1879,-22.760451112638002,-47.00221030767958,escolas
1880,-22.943551940831547,-47.08231505449339,escolas
1881,-22.92448614424874,-46.93284290623419,escolas
1882,-22.9946639204899,-47.06837071048109,escolas
1883,-22.860130291377185,-46.948252720774455,escolas
1884,-22.87254022324254,-47.05713459258983,escolas
1885,-22.788739623160584,-46.98161454585506,escolas
1886,-22.784946066482373,-47.0336182800092,escolas
1887,-22.896664578497074,-47.06506867867314,escolas
1888,-22.92492752867852,-47.14694714868908,escolas
1889,-23.015943995396793,-47.161901659937236,escolas
1890,-22.99690553692226,-47.09755353483004,escolas
1891,-22.88342867905824,-47.01222475030844,escolas
1892,-22.844168500385777,-47.07976808312035,escolas
1893,-22.878747448481548,-46.8637062929078,escolas
1894,-22.991483994428563,-47.076733342007024,escolas
1895,-22.956108436954416,-47.07411367181806,escolas
1896,-22.795078450801764,-47.05626035303935,escolas
1897,-22.898337938268988,-46.88055487561255,escolas
1898,-22.826811837322445,-47.03515310049193,escolas
1899,-22.869651468051433,-47.15134852863189,escolas
1900,-22.930155579305143,-47.03439296307755,escolas
1901,-22.76884834382346,-47.06860998897828,escolas
1902,-22.846140833015173,-46.93953371703501,escolas
1903,-23.00197386868755,-47.21242594100079,escolas
1904,-22.78838584518855,-46.91486338523683,escolas
1905,-22.86311034458565,-47.10127554983283,escolas
1906,-22.97406721561696,-47.19417467384528,escolas
1907,-22.891982431288234,-46.99424779068385,escolas
1908,-22.94192019521873,-47.041666154013264,escolas
1909,-22.934593167397075,-47.18598580309543,escolas
1910,-22.853741240163462,-46.93228580901922,escolas
1911,-22.76449139571792,-47.018173097519075,escolas
1912,-22.838999225742786,-46.8879732721168,escolas
1913,-22.755211364584433,-46.91994664876574,escolas
1914,-22.81829715772593,-46.9407811957534,escolas
1915,-22.994706822853036,-47.15572394121913,escolas
1916,-22.832709733378902,-47.151963300404276,escolas
1917,-22.91558228388686,-46.90936170885179,escolas
1918,-22.800951432609352,-47.051200278983146,escolas
1919,-22.843837228262842,-47.148208249688814,escolas
1920,-22.97024824048254,-47.11092340132664,escolas
1921,-23.022440103545858,-47.12890736548192,escolas
1922,-22.8220942786364,-46.95022920289588,escolas
1923,-22.872489411339938,-47.08983169536694,escolas
1924,-22.810052669824238,-47.135721933190055,escolas
1925,-22.782540582606757,-47.05339681569192,escolas
1926,-22.849840605405547,-47.15130960665031,escolas
1927,-22.83643445887504,-46.913573438572236,escolas
1928,-22.895929127578142,-46.88355736054909,escolas
1929,-22.795174905276266,-47.0696482434511,escolas
1930,-22.984831797308555,-47.07155646196008,escolas
1931,-22.887109011917133,-46.898965685294456,escolas
1932,-22.97967027324883,-47.19961529862908,escolas
1933,-23.018951596041425,-47.17096936032038,escolas
1934,-22.742416453630195,-46.94768946887826,escolas
1935,-22.795168438982394,-47.075201077869984,escolas
1936,-22.949564755726822,-47.1455943912304,escolas
1937,-22.90164643133536,-47.0086724620009,escolas
1938,-22.85147337095987,-47.13582848442734,escolas
1939,-22.90148785034632,-47.102929857004824,escolas
1940,-22.912112385885838,-47.000545525960014,escolas
1941,-22.916605665505067,-47.067774826529586,escolas
1942,-22.8179591413749,-46.950836151986486,escolas
1943,-22.85885900038188,-46.99427630600349,escolas
1944,-22.93846785858062,-47.037050177736425,escolas
1945,-22.95704475428814,-47.18556478601201,escolas
1946,-22.990237734359866,-47.201240094682646,escolas
1947,-22.834443873867823,-46.96168691819758,escolas
1948,-22.77481605746778,-47.055489629454854,escolas
1949,-22.88449688420982,-46.85615391533844,escolas
1950,-23.033649966841857,-47.16433367263143,escolas
1951,-22.91489066037105,-46.994465276099255,escolas
1952,-22.795234848282657,-46.98599832047718,escolas
1953,-22.814776379895026,-46.91436236051213,escolas
1954,-22.895348394789707,-47.115076916397726,escolas
1955,-22.737942440357926,-46.960549924004255,escolas
1956,-22.925686220898815,-47.125756143977114,escolas
1957,-22.81849711375886,-47.1422723823011,escolas
1958,-22.802804157819395,-46.98419012101032,escolas
1959,-22.882280328737682,-47.122556307456726,escolas
1960,-22.847130502854593,-47.0854250993266,escolas
1961,-22.95466990967967,-47.13792783219299,escolas
1962,-22.883860770125153,-46.89132666431508,escolas
1963,-22.82483652930041,-47.080670393261435,escolas
1964,-22.92157192415025,-47.03925750456172,escolas
1965,-22.93628533390203,-47.09006313002873,escolas
1966,-22.916398083793826,-47.16271917341252,escolas
1967,-22.79030076711522,-46.900491331932976,escolas
1968,-22.899739595823018,-47.11799526326748,escolas
1969,-22.849375877662425,-47.12243867714225,escolas
1970,-22.96533534360849,-47.18236178432605,escolas
1971,-22.888528655205505,-47.0893602915975,escolas
1972,-22.771258321449892,-47.07634216979524,escolas
1973,-22.949997727037772,-47.15733077562625,escolas
1974,-22.93579232183522,-47.1101281318233,escolas
1975,-22.836358018578665,-47.12182144220416,escolas
1976,-22.99771158101163,-47.07098557882792,escolas
1977,-22.750157571534444,-47.0839955510424,escolas
1978,-22.840750233581474,-47.13670490356694,escolas
1979,-22.959823086631136,-47.17874052457431,escolas
1980,-22.935239700496513,-47.02820847769135,escolas
1981,-22.874362504788277,-47.11155914252261,escolas
1982,-22.941852417497376,-47.19248631264496,escolas
1983,-22.865564220200362,-47.02018724687116,escolas
1984,-22.796637186910704,-46.99201919550637,escolas
1985,-22.827913993121452,-46.904744392471635,escolas
1986,-22.825445635256425,-46.954518426767585,escolas
1987,-22.857471448557327,-46.90438455538277,escolas
1988,-22.843059339281083,-47.08924128428271,escolas
1989,-22.85820618807927,-46.94645460682604,escolas
1990,-22.94751885099115,-47.200183531815455,ponto_de_onibus
1991,-22.888364275224784,-46.92653421596152,ponto_de_onibus
1992,-22.89198958802934,-47.06449617905218,ponto_de_onibus
1993,-22.866074241245567,-46.88118948586005,ponto_de_onibus
1994,-22.914718225374788,-47.239017015693804,ponto_de_onibus
1995,-22.73937107519122,-46.94767213192035,ponto_de_onibus
1996,-22.856147919326823,-46.96872155764546,ponto_de_onibus
1997,-22.82594247841417,-47.15406371540722,ponto_de_onibus
1998,-23.001914706634842,-47.10103998861317,ponto_de_onibus
1999,-22.922295914691265,-47.02735034818593,ponto_de_onibus
2000,-22.902939263208452,-47.12997955272112,ponto_de_onibus
2001,-22.929833707650726,-47.11789969623923,ponto_de_onibus
2002,-22.773399814767686,-46.92457439042932,ponto_de_onibus
2003,-22.776446015644634,-47.0331992776566,ponto_de_onibus
2004,-22.774299662342745,-47.04631571049057,ponto_de_onibus
2005,-22.814093151776984,-46.97949863625656,ponto_de_onibus
2006,-22.79460268725337,-47.06045799982053,ponto_de_onibus
2007,-22.80033526464926,-47.04723297424624,ponto_de_onibus
2008,-22.748824109970247,-47.03691445777359,ponto_de_onibus
2009,-22.907631854109244,-46.90803710751979,ponto_de_onibus
2010,-22.78846013445303,-47.00752461097602,ponto_de_onibus
2011,-22.778214430933335,-47.01015142323844,ponto_de_onibus
2012,-22.995711384356596,-47.10988182770924,ponto_de_onibus
2013,-22.983732309986376,-47.051153321735114,ponto_de_onibus
2014,-22.88953769343377,-46.91729686062967,ponto_de_onibus
2015,-22.912706981305114,-46.90596921787826,ponto_de_onibus
2016,-22.92945372054851,-46.92595465119857,ponto_de_onibus
2017,-22.86841753663422,-47.07930078086608,ponto_de_onibus
2018,-23.004527025342266,-47.14889373362596,ponto_de_onibus
2019,-22.870155892801826,-47.06406773168833,ponto_de_onibus
2020,-22.841137957986664,-46.878927768390724,ponto_de_onibus
2021,-22.97558412446726,-47.03469583046737,ponto_de_onibus
2022,-22.799554647974208,-46.94297144068743,ponto_de_onibus
2023,-22.865432289086417,-47.05264523877082,ponto_de_onibus
2024,-22.895541694153454,-46.844843928255465,ponto_de_onibus
2025,-22.86755575883371,-47.01447326191367,ponto_de_onibus
2026,-22.910333128932578,-47.15646559285617,ponto_de_onibus
2027,-22.891993684293166,-47.08282716861079,ponto_de_onibus
2028,-22.944930250475526,-47.05166575361032,ponto_de_onibus
2029,-22.803787650852268,-47.000537502468624,ponto_de_onibus
2030,-22.871375053573512,-47.137328256273605,ponto_de_onibus
2031,-23.017946040450266,-47.11332795340954,ponto_de_onibus
2032,-22.95875435103977,-47.19053541331998,ponto_de_onibus
2033,-22.91178973684137,-47.23721498043159,ponto_de_onibus
2034,-22.848506886070226,-47.06817211263686,ponto_de_onibus
2035,-22.971560713558926,-47.15752295358304,ponto_de_onibus
2036,-22.844087110715336,-47.067183646739196,ponto_de_onibus
2037,-22.87361816103867,-46.87628148148337,ponto_de_onibus
2038,-22.830542571560922,-47.05625462388171,ponto_de_onibus
2039,-22.847802009572256,-47.081955576820256,ponto_de_onibus
2040,-22.916211253943626,-47.022327344013256,ponto_de_onibus
2041,-22.988136870870587,-47.125120316840274,ponto_de_onibus
2042,-22.913946220376147,-47.17294106004305,ponto_de_onibus
2043,-22.771303838108533,-46.94262334990836,ponto_de_onibus
2044,-22.82198854035254,-46.91636799313153,ponto_de_onibus
2045,-22.984334305832398,-47.16857658637859,ponto_de_onibus
2046,-23.0047320454498,-47.11037814980126,ponto_de_onibus
2047,-22.920289568985627,-47.11330374288957,ponto_de_onibus
2048,-22.824639509288115,-46.94990667939333,ponto_de_onibus
2049,-22.955207259871475,-47.13794959151183,ponto_de_onibus
2050,-22.911049986806844,-47.0636577515947,ponto_de_onibus
2051,-22.913775807035794,-46.909640263293454,ponto_de_onibus
